num,name,heightm,weightkg,color,tier,prevo,evoLevel,forme,evoItem,evoCondition,evoMove,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,eggGroup_Amorphous,eggGroup_Bug,eggGroup_Ditto,eggGroup_Dragon,eggGroup_Fairy,eggGroup_Field,eggGroup_Flying,eggGroup_Grass,eggGroup_Human-Like,eggGroup_Mineral,eggGroup_Monster,eggGroup_Undiscovered,eggGroup_Water 1,eggGroup_Water 2,eggGroup_Water 3,M,F,hp,atk,def,spa,spd,spe,ability_0,ability_H,ability_1,ability_S,legendary,numEvos,gen
242,Blissey,1.5,46.8,Pink,OU,Chansey,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,255,10,10,75,135,55,Natural Cure,Healer,Serene Grace,,,,2
243,Raikou,1.9,178.0,Yellow,RU,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,90,85,75,115,100,115,Pressure,Inner Focus,,,Sub-Legendary,,2
244,Entei,2.1,198.0,Brown,NUBL,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,115,115,85,90,75,100,Pressure,Inner Focus,,,Sub-Legendary,,2
245,Suicune,2.0,187.0,Blue,RU,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,100,75,115,90,115,85,Pressure,Inner Focus,,,Sub-Legendary,,2
246,Larvitar,0.6000000000000001,72.0,Green,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,50,64,50,45,50,41,Guts,Sand Veil,,,,1.0,2
247,Pupitar,1.2,152.0,Gray,NFE,Larvitar,30.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,70,84,70,65,70,51,Shed Skin,,,,,1.0,2
248,Tyranitar,2.0,202.0,Green,OU,Pupitar,55.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,100,134,110,95,100,61,Sand Stream,Unnerve,,,,,2
248,Tyranitar-Mega,2.5,255.0,Green,Illegal,,,Mega,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,100,164,150,95,120,71,Sand Stream,,,,,,6
249,Lugia,5.2,216.0,White,Uber,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,106,90,130,90,154,110,Pressure,Multiscale,,,Restricted Legendary,,2
250,Ho-Oh,3.8,199.0,Red,Uber,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,106,130,90,110,154,90,Pressure,Regenerator,,,Restricted Legendary,,2
251,Celebi,0.6000000000000001,5.0,Green,RU,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,100,100,100,100,100,100,Natural Cure,,,,Mythical,,2
252,Treecko,0.5,5.0,Green,LC,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.875,0.125,40,45,35,65,55,70,Overgrow,Unburden,,,,1.0,3
253,Grovyle,0.9,21.6,Green,NFE,Treecko,16.0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.875,0.125,50,65,45,85,65,95,Overgrow,Unburden,,,,1.0,3
254,Sceptile,1.7000000000000002,52.2,Green,PUBL,Grovyle,36.0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.875,0.125,70,85,65,105,85,120,Overgrow,Unburden,,,,,3
254,Sceptile-Mega,1.9,55.2,Green,Illegal,,,Mega,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.875,0.125,70,110,75,145,85,145,Lightning Rod,,,,,,6
255,Torchic,0.4,2.5,Red,LC,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,45,60,40,70,50,45,Blaze,Speed Boost,,,,1.0,3
256,Combusken,0.9,19.5,Red,NFE,Torchic,16.0,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,60,85,60,85,60,55,Blaze,Speed Boost,,,,1.0,3
257,Blaziken,1.9,52.0,Red,UUBL,Combusken,36.0,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,80,120,70,110,70,80,Blaze,Speed Boost,,,,,3
257,Blaziken-Mega,1.9,52.0,Red,Illegal,,,Mega,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,80,160,80,130,80,100,Speed Boost,,,,,,6
258,Mudkip,0.4,7.6,Blue,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.875,0.125,50,70,50,50,50,40,Torrent,Damp,,,,1.0,3
259,Marshtomp,0.7000000000000001,28.0,Blue,NFE,Mudkip,16.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.875,0.125,70,85,70,60,70,50,Torrent,Damp,,,,1.0,3
260,Swampert,1.5,81.9,Blue,UU,Marshtomp,36.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.875,0.125,100,110,90,85,90,60,Torrent,Damp,,,,,3
260,Swampert-Mega,1.9,102.0,Blue,Illegal,,,Mega,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.875,0.125,100,150,110,95,110,70,Swift Swim,,,,,,6
261,Poochyena,0.5,13.6,Gray,Illegal,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,35,55,35,30,30,35,Run Away,Rattled,Quick Feet,,,1.0,3
262,Mightyena,1.0,37.0,Gray,Illegal,Poochyena,18.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,90,70,60,60,70,Intimidate,Moxie,Quick Feet,,,,3
263,Zigzagoon,0.4,17.5,Brown,NFE,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,38,30,41,30,41,60,Pickup,Quick Feet,Gluttony,,,1.0,3
263,Zigzagoon-Galar,0.4,17.5,White,LC,,,Galar,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,38,30,41,30,41,60,Pickup,Quick Feet,Gluttony,,,1.0,8
264,Linoone,0.5,32.5,White,NUBL,Zigzagoon,20.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,78,70,61,50,61,100,Pickup,Quick Feet,Gluttony,,,,3
264,Linoone-Galar,0.5,32.5,White,NFE,Zigzagoon-Galar,20.0,Galar,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,78,70,61,50,61,100,Pickup,Quick Feet,Gluttony,,,1.0,8
265,Wurmple,0.30000000000000004,3.6,Red,Illegal,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,35,20,30,20,Shield Dust,Run Away,,,,2.0,3
266,Silcoon,0.6000000000000001,10.0,White,Illegal,Wurmple,7.0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,35,55,25,25,15,Shed Skin,,,,,1.0,3
267,Beautifly,1.0,28.4,Yellow,Illegal,Silcoon,10.0,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60,70,50,100,50,65,Swarm,Rivalry,,,,,3
268,Cascoon,0.7000000000000001,11.5,Purple,Illegal,Wurmple,7.0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,35,55,25,25,15,Shed Skin,,,,,1.0,3
269,Dustox,1.2,31.6,Green,Illegal,Cascoon,10.0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60,50,70,50,90,65,Shield Dust,Compound Eyes,,,,,3
270,Lotad,0.5,2.6,Green,LC,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,40,30,30,40,50,30,Swift Swim,Own Tempo,Rain Dish,,,1.0,3
271,Lombre,1.2,32.5,Green,NFE,Lotad,14.0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,60,50,50,60,70,50,Swift Swim,Own Tempo,Rain Dish,,,1.0,3
272,Ludicolo,1.5,55.0,Green,(PU),Lombre,,,Water Stone,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,80,70,70,90,100,70,Swift Swim,Own Tempo,Rain Dish,,,,3
273,Seedot,0.5,4.0,Brown,LC,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,40,40,50,30,30,30,Chlorophyll,Pickpocket,Early Bird,,,1.0,3
274,Nuzleaf,1.0,28.0,Brown,NFE,Seedot,14.0,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,70,70,40,60,40,60,Chlorophyll,Pickpocket,Early Bird,,,1.0,3
275,Shiftry,1.3,59.6,Brown,(PU),Nuzleaf,,,Leaf Stone,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,90,100,60,90,60,80,Chlorophyll,Pickpocket,Early Bird,,,,3
276,Taillow,0.30000000000000004,2.3,Blue,Illegal,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,40,55,30,30,30,85,Guts,Scrappy,,,,1.0,3
277,Swellow,0.7000000000000001,19.8,Blue,Illegal,Taillow,22.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,60,85,60,75,50,125,Guts,Scrappy,,,,,3
278,Wingull,0.6000000000000001,9.5,White,LC,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,40,30,30,55,30,85,Keen Eye,Rain Dish,Hydration,,,1.0,3
279,Pelipper,1.2,28.0,Yellow,OU,Wingull,25.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,60,50,100,95,70,65,Keen Eye,Rain Dish,Drizzle,,,,3
280,Ralts,0.4,6.6,White,LC,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,28,25,25,45,35,40,Synchronize,Telepathy,Trace,,,1.0,3
281,Kirlia,0.8,20.2,White,NFE,Ralts,20.0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,38,35,35,65,55,50,Synchronize,Telepathy,Trace,,,2.0,3
282,Gardevoir,1.6,48.4,White,RU,Kirlia,30.0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,68,65,65,125,115,80,Synchronize,Telepathy,Trace,,,,3
282,Gardevoir-Mega,1.6,48.4,White,Illegal,,,Mega,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,68,85,65,165,135,100,Pixilate,,,,,,6
283,Surskit,0.5,1.7000000000000002,Blue,Illegal,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,40,30,32,50,52,65,Swift Swim,Rain Dish,,,,1.0,3
284,Masquerain,0.8,3.6,Blue,Illegal,Surskit,22.0,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,70,60,62,100,82,80,Intimidate,Unnerve,,,,,3
285,Shroomish,0.4,4.5,Brown,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,60,40,60,40,60,35,Effect Spore,Quick Feet,Poison Heal,,,1.0,3
286,Breloom,1.2,39.2,Green,Illegal,Shroomish,23.0,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,60,130,80,60,60,70,Effect Spore,Technician,Poison Heal,,,,3
287,Slakoth,0.8,24.0,Brown,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,60,60,60,35,35,30,Truant,,,,,1.0,3
288,Vigoroth,1.4,46.5,White,Illegal,Slakoth,18.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,80,80,80,55,55,90,Vital Spirit,,,,,1.0,3
289,Slaking,2.0,130.5,Brown,Illegal,Vigoroth,36.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,150,160,100,95,65,100,Truant,,,,,,3
290,Nincada,0.5,5.5,Gray,LC,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31,45,90,30,30,40,Compound Eyes,Run Away,,,,2.0,3
291,Ninjask,0.8,12.0,Yellow,PU,Nincada,20.0,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,61,90,45,50,50,160,Speed Boost,Infiltrator,,,,,3
292,Shedinja,0.8,1.2,Brown,(PU),Nincada,20.0,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1,90,45,30,30,40,Wonder Guard,,,,,,3
293,Whismur,0.6000000000000001,16.3,Pink,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,64,51,23,51,23,28,Soundproof,Rattled,,,,1.0,3
294,Loudred,1.0,40.5,Blue,NFE,Whismur,20.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,84,71,43,71,43,48,Soundproof,Scrappy,,,,1.0,3
295,Exploud,1.5,84.0,Blue,NU,Loudred,40.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,104,91,63,91,73,68,Soundproof,Scrappy,,,,,3
296,Makuhita,1.0,86.4,Yellow,Illegal,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,72,60,30,20,30,25,Thick Fat,Sheer Force,Guts,,,1.0,3
297,Hariyama,2.3,253.8,Brown,Illegal,Makuhita,24.0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,144,120,60,40,60,50,Thick Fat,Sheer Force,Guts,,,,3
298,Azurill,0.2,2.0,Blue,LC,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.75,50,20,40,20,40,20,Thick Fat,Sap Sipper,Huge Power,,,1.0,3
299,Nosepass,1.0,97.0,Gray,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,30,45,135,45,90,30,Sturdy,Sand Force,Magnet Pull,,,1.0,3
300,Skitty,0.6000000000000001,11.0,Pink,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.25,0.75,50,45,45,35,35,50,Cute Charm,Wonder Skin,Normalize,,,1.0,3
301,Delcatty,1.1,32.6,Purple,Illegal,Skitty,,,Moon Stone,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.25,0.75,70,65,65,55,55,90,Cute Charm,Wonder Skin,Normalize,,,,3
302,Sableye,0.5,11.0,Purple,(PU),,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,50,75,75,65,65,50,Keen Eye,Prankster,Stall,,,,3
302,Sableye-Mega,0.5,161.0,Purple,Illegal,,,Mega,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,50,85,125,85,115,20,Magic Bounce,,,,,,6
303,Mawile,0.6000000000000001,11.5,Black,(PU),,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,50,85,85,55,55,50,Hyper Cutter,Sheer Force,Intimidate,,,,3
303,Mawile-Mega,1.0,23.5,Black,Illegal,,,Mega,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,50,105,125,55,95,50,Huge Power,,,,,,6
304,Aron,0.4,60.0,Gray,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,50,70,100,40,40,30,Sturdy,Heavy Metal,Rock Head,,,1.0,3
305,Lairon,0.9,120.0,Gray,NFE,Aron,32.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,60,90,140,50,50,40,Sturdy,Heavy Metal,Rock Head,,,1.0,3
306,Aggron,2.1,360.0,Gray,PU,Lairon,42.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,70,110,180,60,60,50,Sturdy,Heavy Metal,Rock Head,,,,3
306,Aggron-Mega,2.2,395.0,Gray,Illegal,,,Mega,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,70,140,230,60,80,50,Filter,,,,,,6
307,Meditite,0.6000000000000001,11.2,Blue,Illegal,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,30,40,55,40,55,60,Pure Power,Telepathy,,,,1.0,3
308,Medicham,1.3,31.5,Red,Illegal,Meditite,37.0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,60,60,75,60,75,80,Pure Power,Telepathy,,,,,3
308,Medicham-Mega,1.3,31.5,Red,Illegal,,,Mega,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,60,100,85,80,85,100,Pure Power,,,,,,6
309,Electrike,0.6000000000000001,15.2,Green,LC,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,40,45,40,65,40,65,Static,Minus,Lightning Rod,,,1.0,3
310,Manectric,1.5,40.2,Yellow,(PU),Electrike,26.0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,75,60,105,60,105,Static,Minus,Lightning Rod,,,,3
310,Manectric-Mega,1.8,44.0,Yellow,Illegal,,,Mega,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,75,80,135,80,135,Intimidate,,,,,,6
311,Plusle,0.4,4.2,Yellow,Illegal,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,60,50,40,85,75,95,Plus,Lightning Rod,,,,,3
312,Minun,0.4,4.2,Yellow,Illegal,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,60,40,50,75,85,95,Minus,Volt Absorb,,,,,3
313,Volbeat,0.7000000000000001,17.7,Gray,Illegal,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,65,73,75,47,85,85,Illuminate,Prankster,Swarm,,,,3
314,Illumise,0.6000000000000001,17.7,Purple,Illegal,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,65,47,75,73,85,85,Oblivious,Prankster,Tinted Lens,,,,3
315,Roselia,0.30000000000000004,2.0,Green,NFE,Budew,,,,during the day,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,50,60,45,100,80,65,Natural Cure,Leaf Guard,Poison Point,,,1.0,3
316,Gulpin,0.4,10.3,Green,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,70,43,53,43,53,40,Liquid Ooze,Gluttony,Sticky Hold,,,1.0,3
317,Swalot,1.7000000000000002,80.0,Purple,Illegal,Gulpin,26.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100,73,83,73,83,55,Liquid Ooze,Gluttony,Sticky Hold,,,,3
318,Carvanha,0.8,20.8,Red,LC,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,45,90,20,65,20,65,Rough Skin,Speed Boost,,,,1.0,3
319,Sharpedo,1.8,88.8,Blue,RU,Carvanha,30.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,70,120,40,95,40,95,Rough Skin,Speed Boost,,,,,3
319,Sharpedo-Mega,2.5,130.3,Blue,Illegal,,,Mega,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,70,140,70,110,65,105,Strong Jaw,,,,,,6
320,Wailmer,2.0,130.0,Blue,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,130,70,35,70,35,60,Water Veil,Pressure,Oblivious,,,1.0,3
321,Wailord,14.5,398.0,Blue,(PU),Wailmer,40.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,170,90,45,90,45,60,Water Veil,Pressure,Oblivious,,,,3
322,Numel,0.7000000000000001,24.0,Yellow,Illegal,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,60,60,40,65,45,35,Oblivious,Own Tempo,Simple,,,1.0,3
323,Camerupt,1.9,220.0,Red,Illegal,Numel,33.0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,100,70,105,75,40,Magma Armor,Anger Point,Solid Rock,,,,3
323,Camerupt-Mega,2.5,320.5,Red,Illegal,,,Mega,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,120,100,145,105,20,Sheer Force,,,,,,6
324,Torkoal,0.5,80.4,Brown,UU,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,85,140,85,70,20,White Smoke,Shell Armor,Drought,,,,3
325,Spoink,0.7000000000000001,30.6,Black,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,60,25,35,70,80,60,Thick Fat,Gluttony,Own Tempo,,,1.0,3
